qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A1,111,a
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A2,111,b
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A3,111,c
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A4,111,d
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A5,111,e
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A6,111,f
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A7,111,g
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A8,111,h
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A9,111,i
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A10,111,j
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A11,111,k
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A12,111,l
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A13,111,m
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A14,111,n
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A15,111,o
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A16,111,p
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A17,111,q
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A18,111,r
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A19,111,s
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A20,111,t
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A21,111,u
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A22,111,v
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A23,111,w
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A24,111,x
qatar,boeing707,12:00:00,5/15/17,Mumbai,150,Booked,A25,111,y
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B1,111,z
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B2,111,aa
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B3,111,ab
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B4,111,ac
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B5,111,ad
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B6,111,ae
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B7,111,af
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B8,111,ag
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B9,111,ah
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B10,111,ai
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B11,111,aj
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B12,111,ak
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B13,111,al
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B14,111,am
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B15,111,an
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B16,111,ao
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B17,111,ap
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B18,111,aq
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B19,111,ar
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B20,111,as
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B21,111,at
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B22,111,au
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B23,111,av
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B24,111,aw
qatar,boeing707,12:00:00,5/15/17,Mumbai,100,Booked,B25,111,ax
qatar,boeing707,12:00:00,5/15/17,Mumbai,200,Booked,c1,111,ay
qatar,boeing707,12:00:00,5/15/17,Mumbai,200,Booked,c2,111,az
qatar,boeing707,12:00:00,5/15/17,Mumbai,200,Booked,c3,111,ba
qatar,boeing707,12:00:00,5/15/17,Mumbai,200,Booked,c4,111,bb
qatar,boeing707,12:00:00,5/15/17,Mumbai,200,Booked,c5,111,bc
qatar,boeing707,12:00:00,5/15/17,Mumbai,200,Booked,c6,111,bd
qatar,boeing707,12:00:00,5/15/17,Mumbai,200,Booked,c7,111,be
qatar,boeing707,12:00:00,5/15/17,Mumbai,200,Booked,c8,111,bf
qatar,boeing707,12:00:00,5/15/17,Mumbai,200,Booked,c9,111,bg
